OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
752901,04092014552,KFC #J120099,1599 US 70HWY,,GARNER,NC,27529,(919) 662-1003,2006/04/21 00:00:00+00,Restaurant,5259,0,0,U
752902,04092016571,CHINA BEST,632  HOLLY SPRINGS RD ,,HOLLY SPRINGS,NC,27540,(919) 577-0888,2013/11/27 00:00:00+00,Restaurant,5295,-78.82480349,35.65381034,M
752903,04092040249,ROLL DOGS EXPRESS (WCID #393),1300 N MAIN ST ,ROSE'S,FUQUAY VARINA,NC,27526,(757) 705-1060,2010/10/08 00:00:00+00,Pushcarts,5314,-78.77764359,35.59047244,M
752904,04092020102,Fresh Market Deli,400 WOODBURN RD ,,RALEIGH,NC,27605-1324,(919) 828-7888,1991/03/19 00:00:00+00,Food Stand,5319,-78.65855965,35.78994083,M
752905,04092016686,ALPACA PERUVIAN CHARCOAL CHICKEN,9575 CHAPEL HILL  RD ,,MORRISVILLE,NC,27560,(919) 378-9259,2014/04/28 00:00:00+00,Restaurant,5335,-78.81120699,35.8045716,M
752906,04092017246,GREEK BASMA,7272 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 285-0808,2016/06/24 00:00:00+00,Restaurant,5344,-78.83292783,35.63500069,M
752907,04092017282,WENDY'S #6328,6611 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 782-1065,2016/08/11 00:00:00+00,Restaurant,5347,-78.7086878,35.85971365,M
752908,04092030207,TACOS CAMPA (WCID #353),18 W THIRD ST ,,WENDELL,NC,27591,(919) 365-0069,2009/03/13 00:00:00+00,Mobile Food Units,5355,-78.37068542,35.78151266,M
752909,04092011561,Boston Market,9500 STRICKLAND RD,,RALEIGH,NC,27615-1935,(919) 676-7609,1994/09/22 00:00:00+00,Restaurant,5368,-78.65420911,35.90168214,M
752910,04092021339,Harris Teeter #104 Deli,4093 Davis DR ,,MORRISVILLE,NC,27560,(919) 380-0354,2005/08/05 00:00:00+00,Food Stand,5394,-78.85811603,35.8356265,M
752911,04092010082,Brigs,8111 CREEDMOOR RD ,,RALEIGH,NC,27613-4389,(919) 870-0994,1991/05/03 00:00:00+00,Restaurant,5402,-78.68248786,35.89850336,M
752912,04092011419,R.J.'S Place,712 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 552-5152,1991/04/23 00:00:00+00,Restaurant,5424,-78.79096842,35.59123326,M
752913,04092021978,NE MEZZANINE CONCESSIONS REYNOLDS,2411 DUNN AVE ,,RALEIGH,NC,27695,,2016/09/08 00:00:00+00,Food Stand,5450,-78.67872874,35.78448278,M
752914,04092021216,Super Target Store T1826 (Deli),7900 Old Wake Forest Rd,,RALEIGH,NC,27616,(919) 790-1024,2003/09/03 00:00:00+00,Food Stand,5469,-78.56814184,35.8662603,M
752915,04092012056,Torero's Mexican Restaurant V,1207-C Kildaire Farm Rd ,,CARY,NC,27511,(919) 468-8711,1997/06/03 00:00:00+00,Restaurant,5265,-78.7834338,35.76424145,M
752916,04092011620,Legislative Bldg Snack Bar,16 W Jones St ,,RALEIGH,NC,27601-1030,,1995/01/10 00:00:00+00,Restaurant,5507,-78.63894874,35.78321051,M
752917,04092015059,Jimmy John's #895,8204 Tryon Woods  DR ,Ste 118,RALEIGH,NC,27518,(919) 859-7377,2008/02/20 00:00:00+00,Restaurant,5307,-78.74169613,35.74700826,M
752918,04092160044,Lawndale Manor Assisted Living Kitchen,601 Lakeside Dr ,,GARNER,NC,27529,(919) 662-0099,2003/06/30 00:00:00+00,Institutional Food Service,5552,-78.61470822,35.69780106,M
752919,04092016331,SUBWAY #55675,234 FAYETTEVILLE  ST ,,RALEIGH,NC,27601,(919) 615-2670,2012/12/21 00:00:00+00,Restaurant,5558,-78.63956988,35.77712711,M
752920,04092013670,Cracker Barrel #461,955 AIRPORT BLVD,,MORRISVILLE,NC,27560-9194,(919) 463-9222,2002/10/01 00:00:00+00,Restaurant,5562,-78.82292274,35.85849879,M
752921,04092020400,Capital Creations Pizza,1842 Wake Forest Rd ,,RALEIGH,NC,27606,(919) 836-8000,1992/02/19 00:00:00+00,Food Stand,5576,-78.62435652,35.80561704,M
752922,04092015237,QDOBA MEXICAN GRILL #215,1005 BEAVER CREEK COMMONS ,,APEX,NC,27502,(919) 362-8737,2008/09/24 00:00:00+00,Restaurant,5331,-78.87238435,35.74509286,M
752923,04092015501,Kick Back Jack's,1405 GARNER STATION  BLVD ,,GARNER,NC,27529,(919) 803-5068,2009/10/23 00:00:00+00,Restaurant,5579,-78.65237822,35.72437552,M
752924,04092015848,New World Cafe,4112-124 PLEASANT VALLEY RD ,,RALEIGH,NC,27612,(919) 786-0091,2011/01/05 00:00:00+00,Restaurant,5374,-78.70411749,35.8601067,M
752925,04092017444,SAN JOSE MEX & TEQUILA BAR,11201 GALLERIA AVE ,SUITE 101,RALEIGH,NC,27614,(919) 435-6050,2016/10/20 00:00:00+00,Restaurant,5588,-78.54362102,35.94819247,M
752926,04092021229,Dominos Pizza #4493,143-B S White St ,,WAKE FOREST,NC,27587,(919) 554-1155,2003/10/06 00:00:00+00,Food Stand,5472,-78.50964189,35.97818128,M
752927,04092017441,PNC CLUB 204-B (PIZZA SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 00:00:00+00,Restaurant,5589,-78.7229363,35.8032419,M
752928,04092017341,FOX AND HOUND #65077,4158  MAIN @ NORTH HILLS ST,SUITE 111,RALEIGH,NC,27609,(919) 781-4496,2016/10/18 00:00:00+00,Restaurant,5586,0,0,U
752929,04092017438,MARCO'S PIZZA #8400,9906 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 380-0044,2016/10/27 00:00:00+00,Restaurant,5591,-78.82063472,35.81480892,M
752930,04092110020,Joyner Elementary Cafeteria,2300 LOWDEN ST ,,RALEIGH,NC,27608-0707,(919) 856-7650 ext. 21606,1991/09/17 00:00:00+00,Public School Lunchrooms,5597,-78.63298429,35.81521046,M
752931,04092016614,SUBWAY #14347,150 Fayetteville  ST ,STE 110,RALEIGH,NC,27601,(919) 828-0009,2014/02/03 00:00:00+00,Restaurant,5619,-78.63970962,35.77872217,M
752932,04092016485,ZAXBY'S #46101,995 DURHAM RD ,,WAKE FOREST,NC,27587,(919) 435-0387,2013/08/07 00:00:00+00,Restaurant,5631,-78.54660948,35.97593728,M
752933,04092011812,BURGER KING #6563,12301 Capital BLVD ,,WAKE FOREST,NC,27587-7485,(919) 556-3585,1996/01/16 00:00:00+00,Restaurant,5662,-78.5394356,35.98203922,M
752934,04092300232,Interfood Plaza Latina ,1689 North Market ST ,,RALEIGH,NC,27609,(919) 790-9936,2006/08/25 00:00:00+00,Meat Market,5644,-78.6070629,35.8395659,M
752935,04092013705,UDUPI Cafe,590 E Chatham St ,,CARY,NC,27511,(919) 465-0898,2002/10/29 00:00:00+00,Restaurant,5679,-78.76832214,35.79037457,M
752936,04092020019,C Mini Mart,8015 CHAPEL HILL RD,,CARY,NC,27513-4168,(919) 469-3734,1991/05/06 00:00:00+00,Food Stand,5721,-78.76859401,35.7932882,M
752937,04092015057,La Cocina De Mama Greta,1604-101 N Market DR ,,RALEIGH,NC,27609,(919) 872-5360,2008/02/01 00:00:00+00,Restaurant,5728,-78.61053293,35.84160872,M
752938,04092015051,Taza Grill #2,10940 Raven Ridge  RD ,,RALEIGH,NC,27614,(919) 845-7772,2008/01/25 00:00:00+00,Restaurant,5744,-78.59009973,35.90790792,M
752939,04092013232,Nakato Express,1262 NW Maynard Rd ,,CARY,NC,27513,(919) 463-7677,2000/11/08 00:00:00+00,Restaurant,5734,-78.80987267,35.78462498,M
752940,04092021586,HARRIS TEETER #331 MEAT/SEAFOOD,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009/09/24 00:00:00+00,Food Stand,5745,-78.79278417,35.70189107,M
752941,04092011099,Barrys Cafe,2851 Jones Franklin RD ,,RALEIGH,NC,27606-4346,(919) 859-3555,1992/05/18 00:00:00+00,Restaurant,5752,-78.73773278,35.74361773,M
752942,04092010236,El Dorado #3,112 E VANCE ST ,,FUQUAY VARINA,NC,27526-2235,(919) 557-0287,1991/04/19 00:00:00+00,Restaurant,5772,-78.79884512,35.5817003,M
752943,04092090006,Elderly Nutrition Center Tucker St,616 TUCKER ST,,RALEIGH,NC,27603-1232,(919) 832-2592,1991/03/18 00:00:00+00,Elderly Nutrition Sites (catered),5792,-78.64835327,35.7866325,M
752944,04092013879,Golden China - Zebulon,182 Wakelon Dr,,ZEBULON,NC,27597,(919) 269-4070,2003/08/18 00:00:00+00,Restaurant,5800,-78.31513526,35.83270752,M
752945,04092011862,Zebulon BP Grill,603 W GANNON AVE,,ZEBULON,NC,27597-2511,(919) 231-1119,1996/04/25 00:00:00+00,Restaurant,5811,-78.32832184,35.81991083,M
752946,04092017047,CHICK-FIL-A #03376,3770 LAKE BOONE TRL ,,RALEIGH,NC,27607,(919) 420-2471,2015/10/01 00:00:00+00,Restaurant,5843,-78.692995,35.81676997,M
752947,04092014368,Firehouse Subs,1047 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 367-0111,2005/08/15 00:00:00+00,Restaurant,5844,-78.87238568,35.74374477,M
752948,04092160042,Cary Health & Rehab Food Service,6590 Tryon Rd ,,CARY,NC,27511,(919) 851-8000,2003/06/13 00:00:00+00,Institutional Food Service,5855,-78.76593642,35.74356976,M
752949,04092010106,BURGER KING #5719,3955 NEW BERN AVE ,,RALEIGH,NC,27610-1332,(919) 231-6415,1991/05/01 00:00:00+00,Restaurant,5861,-78.56962633,35.79960147,M
752950,04092015780,"CRISTO'S NY STYLE PIZZA, LLC",1302 E MILLBROOK RD ,,RALEIGH,NC,27609,(919) 872-6797,2011/08/11 00:00:00+00,Restaurant,5882,-78.61557526,35.84978294,M
752951,04092160043,Universal Health Care Of N.Ral Foodservice,5201 Clarks Fork Dr,,RALEIGH,NC,27616,(919) 872-7033,2003/07/10 00:00:00+00,Institutional Food Service,5890,-78.55549738,35.89053464,M
752952,04092020713,Harris Teeter #257 Produce,2080 KILDAIRE FARM RD ,,CARY,NC,27511-6614,(919) 233-9483,1996/02/16 00:00:00+00,Food Stand,5901,-78.78068706,35.73567462,M
752953,04092040137,A Taste of New York #1 (WCID #163),100A W Davie ST ,,RALEIGH,NC,27603,(919) 846-9863,2004/02/19 00:00:00+00,Pushcarts,5908,-78.64035352,35.77569584,M
752954,04092021505,Harris Teeter #26 Meat/Seafood,7400 Creedmoor RD ,,RALEIGH,NC,27613,(919) 848-1464,2008/01/25 00:00:00+00,Food Stand,5928,-78.67820041,35.88787167,M
752955,04092014054,Jersey Mikes Subs,3490 Kildaire Farm Rd ,Ste 172,RALEIGH,NC,27606,(919) 363-7827,2004/04/29 00:00:00+00,Restaurant,5918,0,0,U
752956,04092013151,Whole Foods Market Deli-Sushi-Cheese,102 B New Waverly Pl ,,CARY,NC,27511,(919) 816-8830,2000/05/05 00:00:00+00,Restaurant,5932,0,0,U
752957,04092016807,TAZIKI'S RTP,7161 O'KELLY CHAPEL ROAD,,CARY,NC,27519,(919) 371-2693,2014/11/13 00:00:00+00,Restaurant,5960,-78.88824644,35.84415135,M
752958,04092021377,Whole Foods Market Coffee Bar,3540 Wade AVE ,,RALEIGH,NC,27607,(919) 828-5805,2006/04/18 00:00:00+00,Food Stand,5962,-78.68558086,35.80212022,M
752959,04092014554,KFC #J120103,1403 W Williams ST,,APEX,NC,27502,(919) 303-7997,2006/04/25 00:00:00+00,Restaurant,5965,-78.87726967,35.7501529,M
752960,04092016473,STARBUCKS #75937,500 Fayetteville ST ,,RALEIGH,NC,27601,(919) 833-1120,2013/08/16 00:00:00+00,Restaurant,5972,-78.63997557,35.77359698,M
752961,04092300153,Food Lion #1259 Meat Market ,3685 NEW BERN AVE ,,RALEIGH,NC,27610-1232,(919) 231-7294,2000/07/01 00:00:00+00,Meat Market,5978,-78.57923704,35.79885313,M
752962,04092014991,J & S New York Pizza,500 E Broad ST ,,FUQUAY VARINA,NC,27526,(919) 557-6921,2007/10/26 00:00:00+00,Restaurant,5991,-78.79469674,35.59304361,M
752963,04092015775,SIMPLY CREPES CAFE & CATERING,8470 HONEYCUTT RD ,STE 110,RALEIGH,NC,27615,(919) 322-2327,2011/07/14 00:00:00+00,Restaurant,5994,-78.62166097,35.89510574,M
752964,04092160078,UNIVERSAL HEALTH CARE FUQUAY VARINA DINING,410 S JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 577-0421,2013/07/30 00:00:00+00,Institutional Food Service,5973,-78.78398238,35.58014677,M
752965,04092014039,Subway #12050,8711 Six Forks Rd,,RALEIGH,NC,27615,(919) 676-2610,2004/05/05 00:00:00+00,Restaurant,6008,-78.65461142,35.89932701,M
752966,04092013281,Taste Of China,1321 5TH AVE ,,GARNER,NC,27529-3637,(919) 779-7727,2001/02/19 00:00:00+00,Restaurant,6016,-78.62278736,35.70820906,M
752967,04092014473,Pat Murnane's Irish Pub,2101 S Main  ST ,STE 112,WAKE FOREST ,NC,27587,(919) 562-5570,2006/01/20 00:00:00+00,Restaurant,6045,-78.53310077,35.94802112,M
752968,04092015688,FAIRFIELD INN & SUITES Foodservice,10040 SELLONA ST ,,RALEIGH,NC,27617,(919) 246-0107,2010/08/04 00:00:00+00,Restaurant,6055,-78.80455249,35.89550125,M
752969,04092016776,MANHATTAN CAFE,320 S WILMINGTON  ST ,,RALEIGH,NC,27601,(919) 833-6105,2014/10/16 00:00:00+00,Restaurant,6057,-78.63879706,35.77609243,M
752970,04092016780,HARRIS TEETER #430 STARBUCKS,885 WALNUT ST ,,CARY,NC,27511,(919) 481-4251,2014/10/15 00:00:00+00,Restaurant,6058,-78.76561938,35.77485795,M
752971,04092021819,PUBLIX #1466 PRODUCE,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 00:00:00+00,Food Stand,6059,-78.84558396,35.79325638,M
752972,04092014416,The Village Deli,1849 S Main ST ,,WAKE FOREST,NC,27587,(919) 453-1250,2005/10/31 00:00:00+00,Restaurant,6066,-78.52626448,35.95102854,M
752973,04092014196,Buffalo Wild Wings # 113,148 Shenstone BLVD ,,GARNER,NC,27529,(919) 661-5238,2004/12/03 00:00:00+00,Restaurant,6073,-78.58054205,35.69110315,M
752974,04092014443,Dominic's NY Pizzeria,5911 Poyner Village Pkwy,,RALEIGH,NC,27616,(919) 878-7782,2005/12/02 00:00:00+00,Restaurant,6068,-78.57019405,35.86437434,M
752975,04092013357,Springmoor Dietary Dept.,1500 SAWMILL RD,,RALEIGH,NC,27615-4320,(919) 848-7092,2001/07/06 00:00:00+00,Restaurant,6086,-78.67552225,35.88395957,M
752976,04092014580,Subway #37200,138 SHENSTONE BLVD ,,GARNER,NC,27529,(919) 329-6281,2006/04/21 00:00:00+00,Restaurant,6100,-78.58054205,35.69110315,M
752977,04092021389,Seven Oaks Swim Club Concession Stand,2500 Howard RD ,,RALEIGH,NC,27613,(919) 848-8313,2006/06/20 00:00:00+00,Food Stand,6105,-78.68103734,35.89083549,M
752978,04092016763,FIRST WATCH,6109 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 789-3347,2014/09/25 00:00:00+00,Restaurant,6131,-78.70249018,35.85532535,M
752979,04092015656,ON THE BORDER,1102 WALNUT ST ,,CARY,NC,27511-4735,(919) 439-5030,2010/06/30 00:00:00+00,Restaurant,6150,-78.76331531,35.77087785,M
752980,04092021080,Domino's Pizza #5505,1367 SE Maynard,,CARY,NC,27511,(919) 469-1115,2001/07/12 00:00:00+00,Food Stand,6089,-78.76385241,35.78884053,M
752981,04092021756,CARTER FINLEY CHICK-FIL-A,4600 TRINITY RD ,,RALEIGH,NC,27695,(919) 602-0084,2013/08/26 00:00:00+00,Food Stand,6157,-78.71758209,35.80167428,M
752982,04092012026,Jersey Mikes Subs,922 Us 64 Hwy ,,APEX,NC,27502,(919) 467-3900,1997/03/17 00:00:00+00,Restaurant,6124,0,0,U
752983,04092016619,SHEETZ #537,2408 DIXIE FOREST RD ,,RALEIGH,NC,27615,(919) 790-7064,2014/02/14 00:00:00+00,Restaurant,6162,-78.5993676,35.86286629,M
752984,04092017746,Burger Fi,2052 RENAISSANCE PARK PL ,,CARY,NC,27513,(919) 659-8700,2017/11/29 00:00:00+00,Restaurant,6168,-78.77115656,35.82699882,M
752985,04092016515,SUBWAY #54848 @ WALMART,1057 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 522-0026,2013/09/24 00:00:00+00,Restaurant,6158,-78.78143109,35.59257744,M
752986,04092014532,A Slice of NY Pizza,8301 Brier Creek PKY,Ste. 107,RALEIGH,NC,27617,(919) 405-1301,2006/03/22 00:00:00+00,Restaurant,6182,-78.78334742,35.90685073,M
752987,04092016487,PEACE CHINA,13220 Strickland  RD ,Ste 167,RALEIGH,NC,27613,(919) 676-9968,2013/08/14 00:00:00+00,Restaurant,6205,-78.72593809,35.90878313,M
752988,04092010708,Subway,4112 PLEASANT VALLEY RD ,,RALEIGH,NC,27612-6256,(919) 787-7981,1991/05/13 00:00:00+00,Restaurant,6210,-78.70472608,35.86043731,M
752989,04092015605,WAFFLE HOUSE #1279,7605 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 217-4112,2010/04/23 00:00:00+00,Restaurant,6235,-78.47367546,35.80004488,M
752990,04092016139,SOLA COFFEE & CAFE,7705 LEAD MINE RD ,,RALEIGH,NC,27615,(919) 803-8983,2012/03/21 00:00:00+00,Restaurant,6237,-78.65998467,35.8852805,M
752991,04092015618,HIBACHI 101,7870 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 569-2888,2010/04/22 00:00:00+00,Restaurant,6244,-78.77695631,35.91424375,M
752992,04092016333,BAD DADDY'S BURGER BAR,111 SEABOARD AVE ,,RALEIGH,NC,27604,(919) 747-9163,2012/12/27 00:00:00+00,Restaurant,6245,-78.64016785,35.78860778,M
752993,04092015864,VINOS FINOS Y PICADAS,8450 HONEYCUTT RD ,,RALEIGH,NC,27615,(919) 747-9233,2011/01/03 00:00:00+00,Restaurant,6252,-78.62166097,35.89510574,M
752994,04092011376,Conference Dining Services Facility,3000 New Bern AVE,,RALEIGH,NC,27610,(919) 350-8190,1993/10/21 00:00:00+00,Restaurant,6265,-78.58796297,35.78391423,M
752995,04092016627,WHISPERING PINES DINING,7501 LEADMINE  RD ,,RALEIGH,NC,27615,(919) 870-0222,2014/02/25 00:00:00+00,Restaurant,6276,-78.66223022,35.88240773,M
752996,04092010190,The Bistro at Courtyard by Marriott,102 Edinburgh South DR ,,CARY,NC,27511,(919) 481-9666,1991/05/03 00:00:00+00,Restaurant,6298,-78.79973727,35.73824019,M
752997,04092021001,Food Lion #649 Deli ,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603-5861,(919) 755-3856,2000/07/01 00:00:00+00,Food Stand,6299,-78.68034061,35.74405959,M
752998,04092021009,Food Lion #1482 Meat Market,5426 SIX FORKS RD,,RALEIGH,NC,27609-4436,(919) 676-3386,2000/07/01 00:00:00+00,Food Stand,6300,-78.64059702,35.85499105,M
752999,04092011682,Salsa Fresh Mexican Grill,5910 DURALEIGH RD ,,RALEIGH,NC,27612-2580,(919) 571-9111,1995/04/25 00:00:00+00,Restaurant,6373,-78.7119967,35.8587201,M
753000,04092011662,Bloomsbury Bistro,509 W WHITAKER MILL RD ,,RALEIGH,NC,27608-2400,(919) 834-9011,1995/03/20 00:00:00+00,Restaurant,6375,-78.64475001,35.80399495,M
753001,04092016746,WELCOME MART,3252 AUBURN KNIGHTDALE ROAD,,RALEIGH,NC,27610,(919) 771-1530,2014/08/29 00:00:00+00,Restaurant,6381,-78.51969036,35.71972403,M
753002,04092030315,ADOBO JOE (WCID #575),4900 TOPSTONE RD ,,RALEIGH,NC,27603,(804) 405-9543,2016/10/03 00:00:00+00,Mobile Food Units,6402,-78.63486406,35.6426529,M
753003,04092013816,Capri Restaurant,6325-17 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 878-4424,2003/06/23 00:00:00+00,Restaurant,6396,-78.62102418,35.86869281,M
753004,04092014656,Subway# 34670,1709 Lake Wheeler RD ,,RALEIGH,NC,27603,(919) 828-4231,2006/07/12 00:00:00+00,Restaurant,6409,-78.66081936,35.76007765,M
753005,04092020232,Sandy Plain Mini Mart Grill,14833 CREEDMOOR RD ,,WAKE FOREST,NC,27587-8533,(919) 528-0292,1991/04/29 00:00:00+00,Food Stand,6428,-78.70017999,36.04951382,M
753006,04092015728,K&W CAFETERIA,3620 BASTION LANE,,RALEIGH,NC,27604,(919) 231-9242,2010/09/28 00:00:00+00,Restaurant,6442,-78.58241694,35.79755332,M
753007,04092016255,BOTTLE MIXX,8111 CREEDMOOR RD ,STE 153,RALEIGH,NC,27613,(919) 615-1703,2012/09/11 00:00:00+00,Restaurant,6446,-78.68248786,35.89850336,M
753008,04092016264,THE YARD HOUSE #41,4208 SIX FORKS  RD ,C110,RALEIGH,NC,27609,(919) 881-2590,2012/09/21 00:00:00+00,Restaurant,6447,-78.63994726,35.83691426,M
753009,04092021619,LITTLE CAESARS #1908-0013,100 WAKELON ST ,STE 100,ZEBULON,NC,27597,(919) 269-7211,2010/07/09 00:00:00+00,Food Stand,6462,-78.31858381,35.83228812,M
753010,04092110007,Briarcliff Elementary Cafeteria,1220 POND ST,,CARY,NC,27511-4418,(919) 460-3450,1991/09/17 00:00:00+00,Public School Lunchrooms,6476,-78.78826469,35.76866673,M
753011,04092010301,Goodberry's Creamery,1146 KILDAIRE FARM RD,,CARY,NC,27511-4583,(919) 467-2386,1991/05/03 00:00:00+00,Restaurant,6488,-78.78352136,35.76590978,M
753012,04092015682,OLIVE GARDEN #1831,12600 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 556-1007,2010/07/21 00:00:00+00,Restaurant,6495,-78.53167145,35.98839421,M
753013,04092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,,RALEIGH,NC,27607,(919) 859-5220,2010/10/18 00:00:00+00,Restaurant,6500,-78.72815151,35.80750324,M
753014,04092016111,Captain Stanley's Seafood,3333 S Wilmington ST ,,RALEIGH,NC,27603,(919) 779-7878,2012/03/02 00:00:00+00,Restaurant,6541,-78.64955562,35.73402719,M
753015,04092014558,KFC #J120095,4040 Capital BLVD,,RALEIGH,NC,27604,(919) 872-5356,2006/04/24 00:00:00+00,Restaurant,6564,-78.58107016,35.83615994,M
753016,04092021385,Fuel Stop at Brier Creek,10250 Little Brier Creek LN,,RALEIGH,NC,27617,(919) 361-5300,2006/05/08 00:00:00+00,Food Stand,6565,-78.78400318,35.91248379,M
753017,04092010154,China Star,3201-101 EDWARDS MILL RD ,Ste 101,RALEIGH,NC,27612-5385,(919) 781-1448,1991/05/06 00:00:00+00,Restaurant,6567,-78.70556784,35.82545067,M
753018,04092014706,Costco Wholesale #645 Food Court,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006/10/24 00:00:00+00,Restaurant,6588,-78.62231539,35.81825512,M
753019,04092014716,Bruegger's Bagel Bakery #93-0683,8211 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 484-8262,2006/11/02 00:00:00+00,Restaurant,6589,-78.78199682,35.90950681,M
753020,04092016222,SUBWAY #41211,922 GATEWAY COMMON CIR ,,WAKE FOREST,NC,27587,(919) 562-5700,2012/07/09 00:00:00+00,Restaurant,6639,-78.49517843,35.96732914,M
753021,04092012824,Wang's Kitchen,1601-41 CROSS LINK RD ,,RALEIGH,NC,27610-4186,(919) 832-0706,1998/10/21 00:00:00+00,Restaurant,6568,-78.61376,35.75438832,M
753022,04092012079,Target Food Avenue Express,4841 GROVE BARTON RD,,RALEIGH,NC,27613-1900,(919) 785-1803,1997/07/11 00:00:00+00,Restaurant,6642,-78.71866323,35.869194,M
753023,04092010070,Bojangles # 3,1013 NEW BERN AVE ,,RALEIGH,NC,27601-1605,(919) 821-3735,1991/04/25 00:00:00+00,Restaurant,6644,-78.62299019,35.78024331,M
753024,04092016517,MCDONALD'S #25393,2900 Wakefield Pines DR ,,RALEIGH,NC,27614,(919) 556-8677,2013/10/03 00:00:00+00,Restaurant,6657,-78.55962272,35.94210239,M
753025,04092014578,El Pollo Rico Market,3901-173 Capital BLVD,,RALEIGH,NC,27604,(919) 431-9985,2006/05/10 00:00:00+00,Restaurant,6666,-78.58295913,35.83464973,M
753026,04092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD ,,CARY,NC,27511,(919) 319-6265,2010/08/27 00:00:00+00,Restaurant,6669,-78.78269118,35.77098761,M
753027,04092040170,A TASTE OF NEW YORK #2 (WCID #019),300 BLOCK S SALISBURY ST ,,RALEIGH,NC,27602,(919) 846-9863,2005/07/25 00:00:00+00,Pushcarts,6668,0,0,U
753028,04092015798,BOJANGLES,3025 WINSTON HILL DR ,,CARY,NC,27519,(919) 460-9224,2010/10/21 00:00:00+00,Restaurant,6671,-78.84654757,35.78948112,M
753029,04092013128,El Rodeo Restaurant,329 S BLOUNT ST,,RALEIGH,NC,27601-1803,(919) 829-0777,2000/03/22 00:00:00+00,Restaurant,6678,-78.63625044,35.77567974,M
753030,04092016791,HOLLY HILL CHILDREN'S HOSPITAL DINING,201 MICHAEL J. SMITH LANE,,RALEIGH,NC,27610,(919) 250-7000,2014/10/22 00:00:00+00,Restaurant,6683,-78.5783855,35.77912888,M
753031,04092016804,THE GARDEN GRILLE & BAR,1500 RDU CENTER DR,,MORRISVILLE,NC,27560-8278,(919) 840-8088,2014/11/17 00:00:00+00,Restaurant,6684,-78.79604442,35.85106603,M
753032,04092014288,Stromboli's,2900 Spring Forest Rd,,RALEIGH,NC,27616,(919) 876-4222,2005/03/30 00:00:00+00,Restaurant,6690,-78.59114174,35.85495156,M
753033,04092016141,PANERA BREAD #1656,8511 COLONNADE CENTER DR ,STE 110,RALEIGH,NC,27615,(919) 861-9300,2012/03/26 00:00:00+00,Restaurant,6696,-78.65023656,35.89889154,M
753034,04092016728,Ajisai Japanese Fusion,427 Woodburn Road,,RALEIGH,NC,27605,(919) 831-9907,2014/07/09 00:00:00+00,Restaurant,6730,-78.66025735,35.7899673,M
753035,04092016743,McDonald's #34347,9698 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 845-5502,2014/08/28 00:00:00+00,Restaurant,6735,-78.60134346,35.90639988,M
753036,04092013959,Milton's Pizza & Pasta,14520 New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 570-9099,2003/12/23 00:00:00+00,Restaurant,6739,-78.54213039,35.94426307,M
753037,04092021154,Food Lion #341 Deli ,114 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-6122,2002/10/25 00:00:00+00,Food Stand,6757,-78.31858381,35.83228812,M
753038,04092021222,Food Lion #75 Deli ,1339 5Th AVE ,,GARNER,NC,27529,(919) 779-0770,2003/09/18 00:00:00+00,Food Stand,6761,-78.62278736,35.70820906,M
753039,04092020121,Han-Dee Hugo's #47,4120 GLENWOOD AVE ,,RALEIGH,NC,27612-4626,(919) 881-9246,1991/04/29 00:00:00+00,Food Stand,6792,-78.6725054,35.83778154,M
753040,04092010661,Side Street Restaurant,225 N Bloodworth St ,,RALEIGH,NC,27601-1105,(919) 828-4927,1991/04/29 00:00:00+00,Restaurant,6793,-78.63331201,35.78351455,M
753041,04092021477,Lowes Foods #226 Deli,8440 louisburg rd,,RALEIGH,NC,27616,(919) 266-1031,2007/09/14 00:00:00+00,Food Stand,6804,-78.50930992,35.89359383,M
